E	'i
بی‌خار	bixAr
بی‌خاصیت	bixAsiyyat
بی‌خانمان	bixAnomAn
بی‌خانمانی	bixAnomAni
بی‌خبر	bixabar
بی‌خبری	bixabari
بی‌خدا	bixodA
بی‌خدشه	bixadSe
بی‌خردی	bixeradi
بی‌خس	bixas
بی‌خطا	bixatA
بی‌خطر	bixatar
بی‌خلل	bixelal
بی‌خواب	bixAb
بی‌خوابی	bixAbi
بی‌خود	bixod
بی‌خودی	bixodi
بی‌خویش	bixiS
بی‌خیال	bixiyAl
بی‌خیالی	bixiyAli
بی‌دادگاه	bidAdgAh
بی‌دانه	bidAne
بی‌درخت	bideraxt
بی‌درد	bidard
بی‌دردسر	bidardesar
بی‌دردی	bidardi
بی‌درمان	bidarmAn
بی‌درنگ	biderang
بی‌دریغ	bidariq
بی‌در‌و‌پیکر	bidaropeykar
بی‌دست	bidast
بی‌دستر	bidastar
بی‌دست‌و‌پا	bidastopA
بی‌دغدغه	bidaqdaqe
بی‌دفاع	bidefA'
بی‌دقتی	bideqqati
بی‌دل	bidel
بی‌دلیل	bidalil
بی‌دم	bidom
بی‌دمان	bidomAn
بی‌دندان	bidandAn
بی‌دندانان	bidandAnAn
بی‌دوایی	bidavAyi
بی‌دین	bidin
بی‌دینی	bidini
بی‌ذوق	bizowq
بی‌ذوقی	bizowqi
بی‌راهه	birAhe
بی‌ربط	birabt
بی‌رحم	birahm
بی‌رحمانه	birahmAne
بی‌رحمی	birahmi
بی‌رغبت	bireqbat
بی‌رغبتی	bireqbati
بی‌رقیب	biraqib
بی‌رمق	biramaq
بی‌رنگ	birang
بی‌رنگی	birangi
بی‌روح	biruh
بی‌رودربایستی	birudarbAyesti
بی‌رونق	bironaq
بی‌رویه	biraviyye
بی‌ریا	biriyA
بی‌ریخت	birixt
بی‌ریشه	biriSe
بی‌زبان	bizabAn
بی‌زبانی	bizabAni
بی‌زحمت	bizahmat
بی‌زمان	bizamAn
بی‌زمین	bizamin
بی‌زهر	bizahr
بی‌زوال	bizavAl
بی‌زیان	biziyAn
بی‌سابقه	bisAbeqe
بی‌ساحل	bisAhel
بی‌سامانی	bisAmAni
بی‌سبب	bisabab
بی‌ستاره	bisetAre
بی‌سر	bisar
بی‌سران	bisarAn
بی‌سرانجام	bisaranjAm
بی‌سرانجامی	bisaranjAmi
بی‌سرنشین	bisarneSin
بی‌سروته	bisarotah
بی‌سروصدا	bisarosedA
بی‌سرپرست	bisarparast
بی‌سرپناه	bisarpanAh
بی‌سر‌و‌سامانی	bisarosAmAni
بی‌سر‌و‌پا	bisaropA
بی‌سلاح	biselAh
بی‌سلیقگی	bisaliqegi
بی‌سنگر	bisangar
بی‌سو	bisu
بی‌سواد	bisavAd
بی‌سوادی	bisavAdi
بی‌سکه	bisekke
بی‌سیرت	bisirat
بی‌سیم	bisim
بی‌سیمی	bisimi
بی‌سیم‌چی	bisimCi
بی‌شائبه	biSA'ebe
بی‌شباهت	biSebAhat
بی‌شبهه	biSobhe
بی‌شخصیت	biSaxsiyyat
بی‌شرم	biSarm
بی‌شرمانه	biSarmAne
بی‌شرمی	biSarmi
بی‌شریک	biSarik
بی‌شعور	biSo'ur
بی‌شمار	biSomAr
بی‌شماره	biSomAre
بی‌شهامت	biSahAmat
بی‌شک	biSak
بی‌شکست	biSekast
بی‌شکل	biSekl
بی‌شیله‌پیله	biSilepile
بی‌صاحب	bisAheb
بی‌صبرانه	bisabrAne
بی‌صبری	bisabri
بی‌صدا	bisedA
بی‌صفا	bisafA
بی‌صفت	bisefAt
بی‌صلاحیت	bisalAhiyyat
بی‌صوت	bisowt
بی‌صورت	bisurat
بی‌ضابطه	bizAbete
بی‌ضابطگی	bizAbetegi
بی‌ضرر	bizarar
بی‌طاقت	bitAqat
بی‌طبقه	bitabaqe
بی‌طرف	bitaraf
بی‌طرفانه	bitarafAne
بی‌طرفی	bitarafi
بی‌طعم	bita'm
بی‌طمع	bitama'
بی‌عاطفگی	bi'Atefegi
بی‌عدالتی	bi'edAlati
بی‌عرضه	bi'orze
بی‌عرضگی	bi'orzegi
بی‌عشق	bi'eSq
بی‌عفتی	bi'effati
بی‌عقلی	bi'aqli
بی‌علاقه	bi'alAqe
بی‌علاقگی	bi'alAqegi
بی‌علامت	bi'alAmat
بی‌علت	bi'ellat
بی‌عمل	bi'amal
بی‌عنایت	bi'enAyat
بی‌عیب	bi'eyb
بی‌عیب‌و‌نقص	bi'eybonaqs
بی‌غرض	biqaraz
بی‌غروب	biqurub
بی‌غش	biqaS
بی‌غل‌وغش	biqalloqaS
بی‌غم	biqam
بی‌غمی	biqami
بی‌غیرت	biqeyrat
بی‌غیرتی	biqeyrati
بی‌فاصله	bifAsele
بی‌فام	bifAm
بی‌فایده	bifAyede
بی‌فرجام	bifarjAm
بی‌فرزندی	bifarzandi
بی‌فرهنگ	bifarhang
بی‌فرهنگی	bifarhangi
بی‌فریاد	bifaryAd
بی‌فکر	bifekr
بی‌فکری	bifekri
بی‌قاعده	biqA'ede
بی‌قانون	biqAnun
بی‌قانونی	biqAnuni
بی‌قدر	biqadr
بی‌قدرت	biqodrat
بی‌قرار	biqarAr
بی‌قراری	biqarAri
بی‌قواره	biqavAre
بی‌قیاس	biqiyAs
بی‌قید	biqeyd
بی‌قیدی	biqeydi
بی‌قید‌و‌بند	biqeydoband
بی‌قیمت	biqeymat
بی‌لطف	bilotf
بی‌لنگر	bilangar
بی‌لیاقت	biliyAqat
بی‌لیاقتی	biliyAqati
بی‌مانع	bimAne'
بی‌مانند	bimAnand
بی‌مایه	bimAye
بی‌مایگی	bimAyegi
بی‌مبالات	bimobAlAt
بی‌مبالاتی	bimobAlAti
بی‌مبالغه	bimobAleqe
بی‌مثال	bimesAl
بی‌محابا	bimohAbA
بی‌محاکمه	bimohAkeme
بی‌محبتی	bimohebbati
بی‌محتوا	bimohtavA
بی‌محل	bimahal
بی‌مخ	bimox
بی‌مرز	bimarz
بی‌مروت	bimorovvat
بی‌مرگی	bimargi
بی‌مزد	bimozd
بی‌مزه	bimazze
بی‌مسئولیت	bimas'uliyyat
بی‌مسکن	bimaskan
بی‌مشتری	bimoStari
بی‌مصرف	bimasraf
بی‌معارض	bimo'Arez
بی‌معرفت	bima'refat
بی‌معطلی	bimo'attali
بی‌معنا	bima'nA
بی‌معنائی	bima'nA'i
بی‌معنی	bima'ni
بی‌مغز	bimaqz
بی‌مقدار	bimeqdAr
بی‌مقدمه	bimoqaddame
بی‌مقصد	bimaqsad
بی‌ملاحظه	bimolAheze
بی‌مناسبت	bimonAsebat
بی‌منتها	bimontahA
بی‌منطق	bimanteq
بی‌مهار	bimahAr
بی‌مهر	bimehr
بی‌مهره	bimohre
بی‌مهرگان	bimohregAn
بی‌مهری	bimehri
بی‌مو	bimu
بی‌مورد	bimored
بی‌موقع	bimowqe'
بی‌میل	bimeyl
بی‌میلی	bimeyli
بی‌نام	binAm
بی‌نام‌و‌نشان	binAmoneSAn
بی‌نتیجه	binatije
بی‌نزاکتی	binezAkati
بی‌نشان	bineSAn
بی‌نشانی	bineSAni
بی‌نصیب	binasib
بی‌نظری	binazari
بی‌نظم	binazm
بی‌نظمی	binazmi
بی‌نظیر	binazir
بی‌نقاب	bineqAb
بی‌نقص	binaqs
بی‌نقطه	binoqte
بی‌نمک	binamak
بی‌نهایت	binahAyat
بی‌نوائی	binavA'i
بی‌نوبت	binowbat
بی‌نور	benur
بی‌نگین	binegin
بی‌نیاز	biniyAz
بی‌نیازی	biniyAzi
بی‌نیش	biniS
بی‌هاری	bihAri
بی‌هدف	bihadaf
بی‌هدفی	bihadafi
بی‌همانند	bihamAnand
بی‌همتا	bihamtA
بی‌همسر	bihamsar
بی‌هنجاری	bihanjAri
بی‌هنر	bihonar
بی‌هنری	bihonari
بی‌هنگام	bihengAm
بی‌هوا	bihavA
بی‌هوازی	bihavAzi
بی‌هویت	bihoviyyat
بی‌هویتی	bihoviyyati
بی‌هیچ	bihiC
بی‌واسطه	bivAsete
بی‌واهمه	bivAheme
بی‌وجود	bivojud
بی‌وزن	bivazn
بی‌وزنی	bivazni
بی‌وطن	bivatan
بی‌وفا	bivafA
بی‌وفایی	bivafAyi
بی‌وقت	bivaqt
بی‌وقفه	bivaqfe
بی‌پا	bipA
بی‌پاسخ	bipAsox
بی‌پایان	bipAyAn
بی‌پایه	bipAye
بی‌پایگی	bipAyegi
بی‌پدر	bipedar
بی‌پدرومادر	bipedaromAdar
بی‌پر	bipar
بی‌پرده	biparde
بی‌پرز	biporz
بی‌پروا	biparvA
بی‌پروائی	biparvA'i
بی‌پرواز	biparvAz
بی‌پروایی	biparvAyi
بی‌پناه	bipanAh
بی‌پناهی	bipanAhi
بی‌پول	bipul
بی‌پولی	bipuli
بی‌پی	bipey
بی‌پیرایه	bipirAye
بی‌پیرایگی	bipirAyegi
بی‌چتر	biCatr
بی‌چربی	biCarbi
بی‌چشم‌و‌رو	biCeSmoru
بی‌چهره	biCehre
بی‌چون	biCun
بی‌چون‌وچرا	biCunoCerA
بی‌چیز	biCiz
بی‌چیزی	biCizi
بی‌کارگی	bikAregi
بی‌کتاب	biketAb
بی‌کران	bikarAn
بی‌کرانه	bikarAne
بی‌کربنات	bikarbonAt
بی‌کربناته	bikarbonAte
بی‌کس	bikas
بی‌کسی	bikasi
بی‌کفایت	bikefAyat
بی‌کفایتی	bikefAyati
بی‌کلام	bikalAm
بی‌کلاه	bikolAh
بی‌کله	bikalle
بی‌کم‌و‌کاست	bikamokAst
بی‌کنار	bikenAr
بی‌کیش	bikiS
بی‌کیفیت	bikeyfiyyat
بی‌گذشت	bigozaSt
بی‌گزند	bigazand
بی‌گل	bigol
بی‌گناه	bigonAh
بی‌گناهی	bigonAhi
بی‌گنه	bigonah
بی‌یال	biyAl
بی‌ینال	biyanAl
بی‌‌اضطراب	bi'ezterAb
بی‌‌اندوه	bi'anduh
بی‌‌انصافی	bi'ensAfi
بی‌‌غذایی	biqazAyi
ت	te
تآتر	te'Atr
تآتری	te'Atri
تئاتر	te'Atr
تئاتری	te'Atri
تئودور	te'odor
تئودولیت	te'odolit
تئوری	te'ori
تئوریسین	te'orisiyan
تئوریک	te'orik
تئوریکی	te'oriki
تئوری‌پرداز	te'oripardAz
تئولوژی	te'oloZi
تئوکراسی	te'okerAsi
تئین	te'in
تا	tA
تائب	tA'eb
تائویسم	tA'oyism
تائی	tA'i
تائید	ta''id
تائیدی	ta''idi
تائیدیه	ta''idiyye
تائید‌شده	ta''idSode
تاب	tAb
تابان	tAbAn
تاباند	tAbAnd
تابانده	tAbAnde
تابحال	tAbehAl
تابداده	tAbdAde
تابدار	tAbdAr
تابستان	tAbestAn
تابستانی	tAbestAni
تابش	tAbeS
تابشی	tAbeSi
تابش‌گر	tAbeSgar
تابع	tAbe'
تابعه	tAbe'e
تابعی	tAbe'i
تابعیت	tAbe'iyyat
تابعین	tAbe'in
تابلو	tAblow
تابلوئی	tAblow'i
تابلوساز	tAblosAz
تابلونویس	tAblonevis
تابلونویسی	tAblonevisi
تابناک	tAbnAk
تابنده	tAbande
تابندگی	tAbandegi
تابه	tAbe
تابه‌تا	tAbetA
تابه‌حال	tAbehAl
تابو	tAbo
تابوت	tAbut
تابکاری	tAbkAri
تابید	tAbid
تابیده	tAbide
تابین	tAbin
تاب‌بازی	tAbbAzi
تاب‌خورده	tAbxorde
تاب‌وتوان	tAbotavAn
تات	tAt
تاتار	tAtAr
تاتارستان	tAtArestAn
تاتاری	tAtAri
تاتنهام	tAtenhAm
تاتو	tAtu
تاتوره	tAture
تاتی	tAti
تاج	tAj
تاجدار	tAjdAr
تاجر	tAjer
تاجرنیا	tAjerniyA
تاجرپیشه	tAjerpiSe
تاجزاده	tAjzAde
تاجماه	tAjmAh
تاجور	tAjvar
تاجگذاری	tAjgozAri
تاجیک	tAjik
تاجیکستان	tAjikestAn
تاجیکستانی	tAjikestAni
تاجیکی	tAjiki
تاجیک‌آباد	tAjikAbAd
تاجیک‌نشین	tAjikneSin
تاج‌الدوله	tAjoddowle
تاج‌الدین	tAjeddin
تاج‌الدینی	tAjeddini
تاج‌الملوک	tAjolmoluk
تاج‌بخش	tAjbaxS
تاج‌بخشی	tAjbaxSi
تاج‌خروس	tAjexurus
تاج‌خروسیان	tAjexurusiyAn
تاج‌ریزی	tAjrizi
تاج‌محل	tAjmahal
تاج‌وتخت	tAjotaxt
تاخت	tAxt
تاخته	tAxte
تاخت‌وتاز	tAxtotAz
تاخوردگی	tAxordegi
تار	tAr
تارآوا	tArAvA
تارا	tArA
تاراج	tArAj
تاراج‌گر	tArAjgar
تارت	tArt
تارتنک	tArtanak
تارخ	tArox
تاردلی	tArdeli
تارزن	tArzan
تارم	tArom
تارمی	tAremi
تارنما	tArnamA
تارو	tAru
تارومار	tAromAr
تاروپود	tAropud
تارک	tArak
تاری	tAri
تاریخ	tArix
تاریخدار	tArixdAr
تاریخسازی	tArixsAzi
تاریخچه	tArixCe
تاریخی	tArixi
تاریخی‌گری	tArixigari
تاریخ‌دان	tArixdAn
تاریخ‌ساز	tArixsAz
تاریخ‌شناس	tArixSenAs
تاریخ‌شناسی	tArixSenAsi
تاریخ‌نامه	tArixnAme
تاریخ‌نویس	tArixnevis
تاریخ‌نویسی	tArixnevisi
تاریخ‌نگار	tArixnegAr
تاریخ‌نگاری	tArixnegAri
تاریخ‌گذاری	tArixgozAri
تاریخ‌گرایی	tArixgerAyi
تاریک	tArik
تاریکی	tAriki
تاریک‌اندیش	tArikandiS
تاریک‌اندیشی	tArikandiSi
تاریک‌خانه	tArikxAne
تاری‌خانه	tArixAne
تاز	tAz
تازان	tAzAn
تازه	tAze
تازه‌استخدام	tAze'estexdAm
تازه‌به‌دوران‌رسیده	tAzebedowrAnreside
تازه‌داماد	tAzedAmAd
تازه‌رسیده	tAzereside
تازه‌عروس	tAze'arus
تازه‌مسلمان	tAzemosalmAn
تازه‌نفس	tAzenafas
تازه‌وارد	tAzevAred
تازه‌پا	tAzepA
تازه‌کار	tAzekAr
تازه‌کاری	tAzekAri
تازگی	tAzegi
تازی	tAzi
تازیانه	tAziyAne
تازید	tAzid
تازی‌زبان	tAzizabAn
تاس	tAs
تاسمانی	tAsmAni
تاسوعا	tAsu'A
تاسوکی	tAsuki
تاس‌ماهی	tAsmAhi
تاشو	tASow
تاشکند	tASkand
تافت	tAft
تافته	tAfte
تافتون	tAftun
تافتونی	tAftuni
تافل	tAfel
تاق	tAq
تاقدیس	tAqdis
تاقنما	tAqnamA
تاقچه	tAqCe
تالاب	tAlAb
تالار	tAlAr
تالاسمی	tAlAsemi
تالبوت	tAlbot
تالش	tAleS
تالشی	tAleSi
تام	tAmm
تامسون	tAmson
تامه	tAmme
تامیل	tAmil
تامیلی	tAmili
تام‌الاختیار	tAmmol'extiyAr
تاندون	tAndon
تانزانیا	tAnzAniyA
تانک	tAnk
تانکر	tAnker
تانگ	tAng
تانگانیا	tAngAniyA
تاوان	tAvAn
تاول	tAval
تاولی	tAvali
تاپ	tAp
تاپاله	tApAle
تاپیر	tApir
تاچر	tACer
تاک	tAk
تاکتیک	tAktik
تاکتیکی	tAktiki
تاکستان	tAkestAn
تاکسی	tAksi
تاکسیدرمی	tAksidermi
تاکسیران	tAksirAn
تاکسی‌بار	tAksibAr
تاکسی‌رانی	tAksirAni
تاکنون	tAkonun
تایباد	tAybAd
تایتانیک	tAytAnik
تایر	tAyer
تایلند	tAyland
تایلندی	tAylandi
تایم	tAim
تایمر	tAimer
تایوان	tAyvAn
تایوانی	tAyvAni
تایپ	tAyp
تایپه	tAype
تایپی	tAypi
تایپیست	tAypist
تایگا	tAygA
تایید	tAyid
تا‌حدودی	tAhodudi
تا‌حدی	tAhaddi
تب	tab
تبادل	tabAdol
تبادلاتی	tabAdolAti
تبادلی	tabAdoli
تبار	tabAr
تبارشناسی	tabArSenAsi
تبارک	tabArak
تبارک‌الله	tabArakallAh
تباشیر	tabASir
تبانی	tabAni
تباه	tabAh
تباهکار	tabAhkAr
تباهکاری	tabAhkAri
تباهی	tabAhi
تباین	tabAyon
تببین	tabyin
تبت	tabbat
تبتی	tabbati
تبحر	tabahhor
تبخالی	tabxAli
تبختر	tabaxtor
تبخیر	tabxir
تبخیری	tabxiri
تبدل	tabaddol
تبدیل	tabdil
تبدیلی	tabdili
تبدیل‌شده	tabdilSode
تبدیل‌پذیر	tabdilpazir
تبدیل‌کننده	tabdilkonande
تبذیر	tabzir
تبر	tabar
تبرئه	tabra'e
تبرا	tabarrA
تبرزد	tabarzad
تبرزین	tabarzin
تبرع	tabarro'
تبرپایان	tabarpAyAn
تبرک	tabarrok
تبری	tabarri
تبرید	tabrid
تبریز	tabriz
تبریزی	tabrizi
تبریک	tabrik
تبسم	tabassom
تبشیر	tabSir
تبصره	tabsare
تبصره‌ای	tabsare'i
تبع	taba'
تبعات	taba'At
تبعد	taba''od
تبعه	taba'e
تبعیت	taba'iyat
تبعید	tab'id
تبعیدگاه	tab'idgAh
تبعیدی	tab'idi
تبعید‌شده	tab'idSode
تبعیض	tab'iz
تبعیض‌آمیز	tab'izAmiz
تبلور	tabalvor
تبلوریافته	tabalvoryAfte
تبلیغ	tabliq
تبلیغات	tabliqAt
تبلیغاتی	tabliqAti
تبلیغات‌چی	tabliqAtCi
تبلیغی	tabliqi
تبلیغ‌شده	tabliqSode
تبلیغ‌کننده	tabliqkonande
تبه	tabah
تبهکار	tabahkAr
تبهکارانه	tabahkArAne
تبهکاری	tabahkAri
تبهگن	tabahgen
تبهگنی	tabahgeni
تبویب	tabvib
تبین	tabyyon
تبیین	tabyin
تبیینی	tabyini
تبیین‌کننده	tabyinkonande
تبیین‌گر	tabyingar
تب‌آلود	tabAlud
تب‌بر	tabbor
تب‌خال	tabxAl
تب‌دار	tabdAr
تتا	tetA
تتابع	tatAbo'
تتبع	tatabbo'
تتبعات	tatabbo'At
تتراسایکلین	tetrAsAykolin
تتماج	totmAj
تتمه	tatamme
تتمیم	tatmim
تته‌پته	tetepete
تثبیت	tasbit
تثبیت‌شده	tasbitSode
تثبیت‌کننده	tasbitkonande
تثلیث	taslis
تثنیه	tasniye
تجار	tojjAr
تجارب	tajArob
تجارت	tejArat
تجارتخانه	tejAratxAne
تجارتچی	tejAratCi
تجارتی	tejArati
تجارت‌پیشه	tejAratpiSe
تجاری	tejAri
تجاسر	tajAsor
تجافی	tajAfi
تجانس	tajAnos
تجاهر	tajAhor
تجاهل	tajAhol
تجاوز	tajAvoz
تجاوزکار	tajAvozkAr
تجاوزکارانه	tajAvozkArAne
تجاوزگر	tajAvozgar
تجاوزگرانه	tajAvozgarAne
تجاوزگری	tajAvozgari
تجدد	tajaddod
تجددخواهی	tajaddodxAhi
تجددطلبی	tajaddodtalabi
تجددگرایی	tajaddodgerAyi
تجدید	tajdid
تجدیدناپذیر	tajdidnApazir
تجدیدنظر	tajdidenazar
تجدیدنظرطلب	tajdidenazartalab
تجدیدنظرطلبی	tajdidenazartalabi
تجدیدنظر‌شده	tajdidenazarSode
تجدیدپذیر	tajdidpazir
تجرب	tajarrob
تجربت	tajrobat
تجربه	tajrobe
تجربه‌اندوزی	tajrobe'anduzi
تجربه‌شده	tajrobeSode
تجربه‌گرایی	tajrobegerAyi
تجربی	tajrobi
تجربیات	tajrobiyyAt
تجرد	tajarrod
تجری	tajarri
تجرید	tajrid
تجریدی	tajridi
تجریش	tajriS
تجزیه	tajziye
تجزیه‌ای	tajziye'i
تجزیه‌شده	tajziyeSode
تجزیه‌طلب	tajziyetalab
تجزیه‌طلبی	tajziyetalabi
تجزیه‌ناپذیر	tajziyenApazir
تجزیه‌وتحلیل	tajziyevotahlil
تجزیه‌پذیر	tajziyepazir
تجزیه‌کننده	tajziyekonande
تجسد	tajassod
تجسس	tajassos
تجسم	tajassom
تجسمی	tajassomi
تجسم‌یافته	tajassomyAfte
تجسیم	tajsim
تجلی	tajalli
تجلید	tajlid
تجلیل	tajlil
تجلیلی	tajlili
تجلی‌گاه	tajalligAh
تجمع	tajammo'
تجمل	tajammol
تجملاتی	tajammolAti
تجملی	tajammoli
تجمل‌طلبی	tajammoltalabi
تجمل‌پرست	tajammolparast
تجمل‌پرستی	tajammolparasti
تجمل‌گرا	tajammolgerA
تجمل‌گرایی	tajammolgerAyi
تجمیع	tajmi'
تجن	tajan
تجنیس	tajnis
تجهیز	tajhiz
تجهیزاتی	tajhizAti
تجوید	tajvid
تجویدی	tajvidi
تجویز	tajviz
تجویزی	tajvizi
تجویز‌شده	tajvizSode
تجویف	tajvif
تحاشی	tahASi
تحبیب	tahbib
تحت	tahte
تحتاتی	thatAni
تحتانی	tahtAni
تحت‌الارضی	tahtol'arzi
تحت‌الحمایه	tahtolhemAye
